#,Created,by,Octave,3.6.4,,Fri,Dec,5,01:36:16,2014,GMT,<maxx@maxx-K52Jc>
#,name:,P,,,,,,,,,,
#,type:,matrix,,,,,,,,,,
#,rows:,278,,,,,,,,,,
#,columns:,3,,,,,,,,,,
,131.35,131.816102453,0.466102453,,,,,,,,,
,99.86,96.0094146708,3.8505853292,,,,,,,,,
,97.17,102.1084244474,4.9384244474,,,,,,,,,
,89.86,96.0094146708,6.1494146708,,,,,,,,,
,137.17,144.8014928837,7.6314928837,,,,,,,,,
,110.28,102.1084244474,8.1715755526,,,,,,,,,
,190.08,181.3955515433,8.6844484567,,,,,,,,,
,111.71,102.1084244474,9.6015755526,,,,,,,,,
,179.1,168.4101611126,10.6898388874,,,,,,,,,
,90.78,102.1084244474,11.3284244474,,,,,,,,,
,155.56,168.4101611126,12.8501611126,,,,,,,,,
,74.39,89.9104048942,15.5204048942,,,,,,,,,
,231.84,215.6274975706,16.2125024294,,,,,,,,,
,204.55,186.7071904425,17.8428095575,,,,,,,,,
,113.3,132.6034733304,19.3034733304,,,,,,,,,
,143.02,163.0985222135,20.0785222135,,,,,,,,,
,80.78,102.1084244474,21.3284244474,,,,,,,,,
,159.79,131.816102453,27.973897547,,,,,,,,,
,135.12,163.0985222135,27.9785222135,,,,,,,,,
,239.81,210.3158586714,29.4941413286,,,,,,,,,
,101.36,131.816102453,30.456102453,,,,,,,,,
,110.72,144.8014928837,34.0814928837,,,,,,,,,
,126.3,163.0985222135,36.7985222135,,,,,,,,,
,209.24,247.6972882085,38.4572882085,,,,,,,,,
,189.38,150.9005026603,38.4794973397,,,,,,,,,
,179.18,217.9896102029,38.8096102029,,,,,,,,,
,93.3,132.6034733304,39.3034733304,,,,,,,,,
,60.78,102.1084244474,41.3284244474,,,,,,,,,
,302.21,259.8953077617,42.3146922383,,,,,,,,,
,138.05,181.3955515433,43.3455515433,,,,,,,,,
,304.21,259.8953077617,44.3146922383,,,,,,,,,
,136.5,181.3955515433,44.8955515433,,,,,,,,,
,182.72,227.8255171238,45.1055171238,,,,,,,,,
,184.56,230.1876297562,45.6276297562,,,,,,,,,
,123.28,169.1975319901,45.9175319901,,,,,,,,,
,123.24,169.1975319901,45.9575319901,,,,,,,,,
,43.3,89.9104048942,46.6104048942,,,,,,,,,
,134.5,181.3955515433,46.8955515433,,,,,,,,,
,122.24,169.1975319901,46.9575319901,,,,,,,,,
,199.74,247.6972882085,47.9572882085,,,,,,,,,
,307.96,259.8953077617,48.0646922383,,,,,,,,,
,138.4,187.4945613199,49.0945613199,,,,,,,,,
,83.3,132.6034733304,49.3034733304,,,,,,,,,
,173.43,224.0886199796,50.6586199796,,,,,,,,,
,135.15,187.4945613199,52.3445613199,,,,,,,,,
,145.38,198.9052099957,53.5252099957,,,,,,,,,
,87.17,144.8014928837,57.6314928837,,,,,,,,,
,480.84,422.2064590978,58.6335409022,,,,,,,,,
,108.88,169.1975319901,60.3175319901,,,,,,,,,
,69.94,132.6034733304,62.6634733304,,,,,,,,,
,209.54,272.8806981924,63.3406981924,,,,,,,,,
,81.26,144.8014928837,63.5414928837,,,,,,,,,
,172.88,108.207434224,64.672565776,,,,,,,,,
,61.36,126.5044635538,65.1444635538,,,,,,,,,
,121.52,187.4945613199,65.9745613199,,,,,,,,,
,78.46,144.8014928837,66.3414928837,,,,,,,,,
,180.45,247.6972882085,67.2472882085,,,,,,,,,
,57.87,126.5044635538,68.6344635538,,,,,,,,,
,149.18,217.9896102029,68.8096102029,,,,,,,,,
,222.88,150.9005026603,71.9794973397,,,,,,,,,
,115.27,187.4945613199,72.2245613199,,,,,,,,,
,199.54,272.8806981924,73.3406981924,,,,,,,,,
,113.77,187.4945613199,73.7245613199,,,,,,,,,
,69.86,144.0141220062,74.1541220062,,,,,,,,,
,69.16,144.8014928837,75.6414928837,,,,,,,,,
,141.68,217.9896102029,76.3096102029,,,,,,,,,
,109.61,187.4945613199,77.8845613199,,,,,,,,,
,47.87,126.5044635538,78.6344635538,,,,,,,,,
,345.87,266.7816884158,79.0883115842,,,,,,,,,
,243.02,163.0985222135,79.9214777865,,,,,,,,,
,106.61,187.4945613199,80.8845613199,,,,,,,,,
,87.88,169.1975319901,81.3175319901,,,,,,,,,
,187.17,102.1084244474,85.0615755526,,,,,,,,,
,59.16,144.8014928837,85.6414928837,,,,,,,,,
,37.87,126.5044635538,88.6344635538,,,,,,,,,
,182.72,272.8806981924,90.1606981924,,,,,,,,,
,230.55,138.7024831071,91.8475168929,,,,,,,,,
,232.55,138.7024831071,93.8475168929,,,,,,,,,
,98.38,192.8062002191,94.4262002191,,,,,,,,,
,234.61,138.7024831071,95.9075168929,,,,,,,,,
,48.38,144.8014928837,96.4214928837,,,,,,,,,
,339.86,240.023536677,99.836463323,,,,,,,,,
,97.17,198.1178391182,100.9478391182,,,,,,,,,
,205.45,307.1126442197,101.6626442197,,,,,,,,,
,142.5,246.1225464536,103.6225464536,,,,,,,,,
,140.73,246.1225464536,105.3925464536,,,,,,,,,
,172.58,278.1923370916,105.6123370916,,,,,,,,,
,42.5,150.1131317828,107.6131317828,,,,,,,,,
,349.86,240.023536677,109.836463323,,,,,,,,,
,87.17,198.1178391182,110.9478391182,,,,,,,,,
,56.88,169.1975319901,112.3175319901,,,,,,,,,
,7.88,126.5044635538,118.6244635538,,,,,,,,,
,329.82,210.3158586714,119.5041413286,,,,,,,,,
,145.87,266.7816884158,120.9116884158,,,,,,,,,
,145.87,266.7816884158,120.9116884158,,,,,,,,,
,147.64,272.093327315,124.453327315,,,,,,,,,
,146.87,272.093327315,125.223327315,,,,,,,,,
,145.87,272.093327315,126.223327315,,,,,,,,,
,126.98,253.7962979851,126.8162979851,,,,,,,,,
,139.72,266.7816884158,127.0616884158,,,,,,,,,
,504.59,374.2017517624,130.3882482376,,,,,,,,,
,443.02,312.4242831188,130.5957168812,,,,,,,,,
,218.17,349.0183417785,130.8483417785,,,,,,,,,
,146.55,278.1923370916,131.6423370916,,,,,,,,,
,40.56,173.7218000118,133.1618000118,,,,,,,,,
,37.87,173.7218000118,135.8518000118,,,,,,,,,
,129.72,266.7816884158,137.0616884158,,,,,,,,,
,91.74,229.4002588787,137.6602588787,,,,,,,,,
,36.95,175.2965417667,138.3465417667,,,,,,,,,
,90.47,229.4002588787,138.9302588787,,,,,,,,,
,561.71,422.2064590978,139.5035409022,,,,,,,,,
,126.72,266.7816884158,140.0616884158,,,,,,,,,
,88.47,229.4002588787,140.9302588787,,,,,,,,,
,142.27,283.5039759907,141.2339759907,,,,,,,,,
,238.27,379.5133906615,141.2433906615,,,,,,,,,
,68.12,211.8906004263,143.7706004263,,,,,,,,,
,139.27,283.5039759907,144.2339759907,,,,,,,,,
,47.88,193.5935710965,145.7135710965,,,,,,,,,
,71.7,217.9896102029,146.2896102029,,,,,,,,,
,26.95,175.2965417667,148.3465417667,,,,,,,,,
,124.72,275.8302244592,151.1102244592,,,,,,,,,
,228.27,379.5133906615,151.2433906615,,,,,,,,,
,17.87,173.7218000118,155.8518000118,,,,,,,,,
,109.79,266.7816884158,156.9916884158,,,,,,,,,
,82.44,240.8109075545,158.3709075545,,,,,,,,,
,581.71,422.2064590978,159.5035409022,,,,,,,,,
,107.88,270.51858556,162.63858556,,,,,,,,,
,130.72,294.127253789,163.407253789,,,,,,,,,
,303.53,138.7024831071,164.8275168929,,,,,,,,,
,99.88,265.2069466609,165.3269466609,,,,,,,,,
,422.88,257.5331951294,165.3468048706,,,,,,,,,
,305.53,138.7024831071,166.8275168929,,,,,,,,,
,86.74,253.7962979851,167.0562979851,,,,,,,,,
,590.19,422.2064590978,167.9835409022,,,,,,,,,
,84.06,253.7962979851,169.7362979851,,,,,,,,,
,562.36,392.4987810922,169.8612189078,,,,,,,,,
,65.27,235.4992686553,170.2292686553,,,,,,,,,
,111.39,284.2913468682,172.9013468682,,,,,,,,,
,62.27,235.4992686553,173.2292686553,,,,,,,,,
,433.55,259.8953077617,173.6546922383,,,,,,,,,
,13.77,187.4945613199,173.7245613199,,,,,,,,,
,596.59,422.2064590978,174.3835409022,,,,,,,,,
,435.55,259.8953077617,175.6546922383,,,,,,,,,
,95.87,272.093327315,176.223327315,,,,,,,,,
,77.46,253.7962979851,176.3362979851,,,,,,,,,
,437.53,259.8953077617,177.6346922383,,,,,,,,,
,369.86,192.0188293416,177.8411706584,,,,,,,,,
,343.02,163.0985222135,179.9214777865,,,,,,,,,
,391.85,210.3158586714,181.5341413286,,,,,,,,,
,28.12,211.8906004263,183.7706004263,,,,,,,,,
,574.86,386.3997713156,188.4602286844,,,,,,,,,
,230.84,422.2064590978,191.3664590978,,,,,,,,,
,138.27,331.5086833261,193.2386833261,,,,,,,,,
,18.12,211.8906004263,193.7706004263,,,,,,,,,
,89.61,283.5039759907,193.8939759907,,,,,,,,,
,126.55,326.197044427,199.647044427,,,,,,,,,
,155.45,355.1173515551,199.6673515551,,,,,,,,,
,217.61,422.2064590978,204.5964590978,,,,,,,,,
,217.22,422.2064590978,204.9864590978,,,,,,,,,
,216.22,422.2064590978,205.9864590978,,,,,,,,,
,515.56,308.6873859746,206.8726140254,,,,,,,,,
,34.36,241.5982784319,207.2382784319,,,,,,,,,
,519.98,312.4242831188,207.5557168812,,,,,,,,,
,58.3,265.9943175383,207.6943175383,,,,,,,,,
,516.56,308.6873859746,207.8726140254,,,,,,,,,
,517.23,308.6873859746,208.5426140254,,,,,,,,,
,117.25,326.197044427,208.947044427,,,,,,,,,
,213.22,422.2064590978,208.9864590978,,,,,,,,,
,79.58,288.8156148899,209.2356148899,,,,,,,,,
,79.5,288.8156148899,209.3156148899,,,,,,,,,
,78.5,288.8156148899,210.3156148899,,,,,,,,,
,159.59,374.2017517624,214.6117517624,,,,,,,,,
,50.55,265.2069466609,214.6569466609,,,,,,,,,
,72.32,288.8156148899,216.4956148899,,,,,,,,,
,104.59,326.197044427,221.607044427,,,,,,,,,
,344.08,120.4054537772,223.6745462228,,,,,,,,,
,149.59,374.2017517624,224.6117517624,,,,,,,,,
,128.98,355.1173515551,226.1373515551,,,,,,,,,
,152.52,379.5133906615,226.9933906615,,,,,,,,,
,146.59,374.2017517624,227.6117517624,,,,,,,,,
,349.37,120.4054537772,228.9645462228,,,,,,,,,
,149.55,379.5133906615,229.9633906615,,,,,,,,,
,542.56,312.4242831188,230.1357168812,,,,,,,,,
,100.2,330.7213124487,230.5213124487,,,,,,,,,
,22.88,254.5836688626,231.7036688626,,,,,,,,,
,26.3,259.1079368843,232.8079368843,,,,,,,,,
,97.08,330.7213124487,233.6413124487,,,,,,,,,
,95.08,330.7213124487,235.6413124487,,,,,,,,,
,581.36,344.4940737568,236.8659262432,,,,,,,,,
,20.65,259.1079368843,238.4579368843,,,,,,,,,
,42.27,283.5039759907,241.2339759907,,,,,,,,,
,60.18,301.8010053205,241.6210053205,,,,,,,,,
,41.39,284.2913468682,242.9013468682,,,,,,,,,
,555.56,312.4242831188,243.1357168812,,,,,,,,,
,503.81,259.8953077617,243.9146922383,,,,,,,,,
,14.45,259.1079368843,244.6579368843,,,,,,,,,
,505.81,259.8953077617,245.9146922383,,,,,,,,,
,507.79,259.8953077617,247.8946922383,,,,,,,,,
,370.18,120.4054537772,249.7745462228,,,,,,,,,
,116.95,367.3153711083,250.3653711083,,,,,,,,,
,66.95,324.622302672,257.672302672,,,,,,,,,
,109.18,367.3153711083,258.1353711083,,,,,,,,,
,116,374.2017517624,258.2017517624,,,,,,,,,
,23.3,281.9292342358,258.6292342358,,,,,,,,,
,53.61,313.9990248737,260.3890248737,,,,,,,,,
,130.45,391.7114102147,261.2614102147,,,,,,,,,
,431.84,162.311151336,269.528848664,,,,,,,,,
,120.45,391.7114102147,271.2614102147,,,,,,,,,
,70.38,342.9193320019,272.5393320019,,,,,,,,,
,63.77,336.8203222253,273.0503222253,,,,,,,,,
,100.84,374.2017517624,273.3617517624,,,,,,,,,
,39.45,313.2116539963,273.7616539963,,,,,,,,,
,39.12,313.2116539963,274.0916539963,,,,,,,,,
,38.12,313.2116539963,275.0916539963,,,,,,,,,
,539.94,260.6826786392,279.2573213608,,,,,,,,,
,79.18,367.3153711083,288.1353711083,,,,,,,,,
,18.12,307.9000150971,289.7800150971,,,,,,,,,
,50.38,342.9193320019,292.5393320019,,,,,,,,,
,80.84,374.2017517624,293.3617517624,,,,,,,,,
,14.13,307.9000150971,293.7700150971,,,,,,,,,
,84.56,379.5133906615,294.9533906615,,,,,,,,,
,585.45,290.3903566448,295.0596433552,,,,,,,,,
,556.44,260.6826786392,295.7573213608,,,,,,,,,
,74.83,373.4143808849,298.5843808849,,,,,,,,,
,74.43,373.4143808849,298.9843808849,,,,,,,,,
,8.88,307.9000150971,299.0200150971,,,,,,,,,
,73.43,373.4143808849,299.9843808849,,,,,,,,,
,5.45,307.1126442197,301.6626442197,,,,,,,,,
,2.88,307.9000150971,305.0200150971,,,,,,,,,
,595.45,290.3903566448,305.0596433552,,,,,,,,,
,92.88,403.9094297679,311.0294297679,,,,,,,,,
,24.36,337.6076931027,313.2476931027,,,,,,,,,
,574.07,259.8953077617,314.1746922383,,,,,,,,,
,576.07,259.8953077617,316.1746922383,,,,,,,,,
,584.79,266.7816884158,318.0083115842,,,,,,,,,
,578.05,259.8953077617,318.1546922383,,,,,,,,,
,581.44,260.6826786392,320.7573213608,,,,,,,,,
,28.12,361.2163613317,333.0963613317,,,,,,,,,
,39.39,380.300761539,340.910761539,,,,,,,,,
,590.08,248.484659086,341.595340914,,,,,,,,,
,18.12,361.2163613317,343.0963613317,,,,,,,,,
,655.56,312.4242831188,343.1357168812,,,,,,,,,
,16.95,367.3153711083,350.3653711083,,,,,,,,,
,21.39,385.6124004381,364.2224004381,,,,,,,,,
,622.88,257.5331951294,365.3468048706,,,,,,,,,
,634.79,266.7816884158,368.0083115842,,,,,,,,,
,617.06,248.484659086,368.575340914,,,,,,,,,
,32.88,403.9094297679,371.0294297679,,,,,,,,,
,11.39,385.6124004381,374.2224004381,,,,,,,,,
,33.61,410.0084395445,376.3984395445,,,,,,,,,
,644.33,265.2069466609,379.1230533391,,,,,,,,,
,636.78,248.484659086,388.295340914,,,,,,,,,
,752.21,355.9047224325,396.3052775675,,,,,,,,,
,6.44,410.0084395445,403.5684395445,,,,,,,,,
,499.39,89.9104048942,409.4795951058,,,,,,,,,
,681.84,254.5836688626,427.2563311374,,,,,,,,,
,683.84,254.5836688626,429.2563311374,,,,,,,,,
,519.39,89.9104048942,429.4795951058,,,,,,,,,
,685.82,254.5836688626,431.2363311374,,,,,,,,,
,653.33,217.2022393255,436.1277606745,,,,,,,,,
,654.33,217.2022393255,437.1277606745,,,,,,,,,
,657.75,217.2022393255,440.5477606745,,,,,,,,,
,632.72,179.8208097884,452.8991902116,,,,,,,,,
,549.39,89.9104048942,459.4795951058,,,,,,,,,
,599.39,89.9104048942,509.4795951058,,,,,,,,,
,772.24,217.2022393255,555.0377606745,,,,,,,,,
,1097.88,398.5977908688,699.2822091312,,,,,,,,,
,1838.4,336.8203222253,1501.5796777747,,,,,,,,,
,1853.95,288.8156148899,1565.1343851101,,,,,,,,,
,1866.95,288.8156148899,1578.1343851102,,,,,,,,,
,1871.95,288.8156148899,1583.1343851101,,,,,,,,,
,1874.95,240.8109075545,1634.1390924455,,,,,,,,,
,1880.95,240.8109075545,1640.1390924456,,,,,,,,,
,1890.95,192.8062002191,1698.1437997809,,,,,,,,,
,1898.19,144.8014928837,1753.3885071164,,,,,,,,,
,1903.4,144.8014928837,1758.5985071163,,,,,,,,,
,1923.4,144.8014928837,1778.5985071163,,,,,,,,,
,1928.9,144.8014928837,1784.0985071163,,,,,,,,,
